source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[microRNA treatment]	factor value[HiRIEF pH range]
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr15_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	15	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr15_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	15	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-372-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 3	Homo sapiens	lung	U1810	non-small cell lung carcinoma	3	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 siCtrl replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
U1810 miR-191-5p mimic replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-191-5p mimic	3.7-4.9
U1810 miR-372-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-372-3p mimic	3.7-4.9
U1810 miR-519c-3p mimic replicate 1	Homo sapiens	lung	U1810	non-small cell lung carcinoma	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	miR-519c-3p mimic	3.7-4.9
U1810 siCtrl replicate 2	Homo sapiens	lung	U1810	non-small cell lung carcinoma	2	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Yan_miR_FASP_20140828_TMT10_200ugIPG37-49_7of15ul_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	siCtrl	3.7-4.9
